ID;IBLOCK_SECTION_ID;NAME_RU;NAME_EN;DESC_RU;DESC_EN;CODE;ARTICLE;MANUFACTURER;JSON(GALLERY);COLOR;XML_ID
125185;112;;Folk Vincent Navy Sporty Twill pants;<p>Заботясь о комфорте и функциональности, британский бренд Folk не забывает о безупречном крое и прекрасном внешнем виде одежды. Брюки из сочетания хлопка, полиэстера и шерсти. Зауженный крой и средняя посадка. В паре с синим пиджаком Vincent составят полноценный комплект.</p>;<p>Folk garments combine comfort and functionality with perfect cuts and impeccable designs. These pants are made of a mix of cotton, polyester and wool. Can be combined with blue Vincent blazer for a finished outfit.  Slim fit. Mid rise.</p>;F2414W.NAVYSPTWILL;F2414W.NAVYSPTWILL;folk;["\/upload\/photo\/F2414W.NAVYSPTWILL\/01.jpg","\/upload\/photo\/F2414W.NAVYSPTWILL\/02.jpg","\/upload\/photo\/F2414W.NAVYSPTWILL\/03.jpg","\/upload\/photo\/F2414W.NAVYSPTWILL\/04.jpg","\/upload\/photo\/F2414W.NAVYSPTWILL\/05.jpg","\/upload\/photo\/F2414W.NAVYSPTWILL\/06.jpg","\/upload\/photo\/F2414W.NAVYSPTWILL\/07.jpg","\/upload\/photo\/F2414W.NAVYSPTWILL\/08.jpg"];Синий;Синий;aaf5c01c-43e9-11e4-8b00-2c768a5427a7
135825;82;;Our Legacy 40's Oxford White shirt;<p>Молодой бренд из Швеции создает сдержанную повседневную одежду. Благодаря классическим силуэтам и качественным современным материалам вещи Our Legacy не теряют своей актуальности из сезона в сезон. Рубашка из плотного португальского хлопка оксфорд. Нагрудный карман, прямой крой и аккуратный воротник button-down. Благодаря закругленному подолу будет одинаково удачно смотреться как заправленной, так и навыпуск. </p>;;21432HWO;21432HWO;ourlegacy;["\/upload\/photo\/21432HWO\/01.jpg","\/upload\/photo\/21432HWO\/02.jpg","\/upload\/photo\/21432HWO\/03.jpg","\/upload\/photo\/21432HWO\/04.jpg"];Белый;Белый;b1b6344d-7bc6-11e4-8346-2c768a5427a7
129885;225;;Canada Goose Wool Scarf Navy scarf;<p>Canada Goose с 1957 года занимается созданием высокотехнологичной верхней одежды и аксессуаров, рассчитанных на самые суровые холода. Теплый шарф, выполненный из мягкой мериносовой шерсти. Прекрасно защищает от холода и ветра.</p><br>;;5263M.NAVY;5263M.NAVY;canada_goose;["\/upload\/photo\/5263M.NAVY\/01.jpg","\/upload\/photo\/5263M.NAVY\/02.jpg","\/upload\/photo\/5263M.NAVY\/03.jpg","\/upload\/photo\/5263M.NAVY\/04.jpg"];Синий;Синий;9b9ab293-5ea5-11e4-b8ab-2c768a5427a7
69346;112;;Universal Works Shore Camo Pants;<p>Universal Works – независимый британский бренд, создающий комфортную городскую одежду на каждый день. Брюки из натурального хлопка с комфортным эластичным поясом. Колени укреплены дополнительными швами, что препятствует вытягиванию материала.</p><br>;<p>Universal Works is an independent British brand making<br><br>comfortable everyday city clothes. These pants are made of natural<br><br>cotton and are equipped with a comfortable elastic waistband.<br><br>Knee areas are reinforced with additional seams preventing the<br><br>material from stretching. </p>;10FT08.CAMO;10FT08.CAMO;universal-works;["\/upload\/photo\/10FT08.CAMO\/01.jpg","\/upload\/photo\/10FT08.CAMO\/02.jpg","\/upload\/photo\/10FT08.CAMO\/03.jpg","\/upload\/photo\/10FT08.CAMO\/04.jpg","\/upload\/photo\/10FT08.CAMO\/05.jpg","\/upload\/photo\/10FT08.CAMO\/06.jpg","\/upload\/photo\/10FT08.CAMO\/07.jpg"];Камуфляж;Камуфляж;d8e3defb-b35c-11e3-985f-2c768a5427a7
128091;82;;Weekend Offender Sedgwick Navy shirt;<p>Weekend Offender – бренд родом из Уэльса. Создатели WO вдохновляются эстетикой футбольных болельщиков – вещи отличают простой удобный крой и характерные принты. Рубашка overshirt, которую можно носить поверх другой рубашки или футболки. Выполнена из сочетания хлопка и нейлона. Патч с надписью «Admit nothing» – что примерно означает «Ни в чем не признавайся».</p><br>;<p>Weekend Offender is a brand from Wales. Drawing inspiration from the British football culture, it creates pieces with simple cuts and distinctive prints. This shirt features a patch with ‘Admit nothing 1988’ tagline (an allusion to police questioning). The shirt is best worn on top of another shirt or a tee. Made of cotton and nylon.  </p>;SHAW14_15.NAVY;SHAW14_15.NAVY;weekend_offender;["\/upload\/photo\/SHAW14_15.NAVY\/01.jpg","\/upload\/photo\/SHAW14_15.NAVY\/02.jpg","\/upload\/photo\/SHAW14_15.NAVY\/03.jpg","\/upload\/photo\/SHAW14_15.NAVY\/04.jpg","\/upload\/photo\/SHAW14_15.NAVY\/05.jpg","\/upload\/photo\/SHAW14_15.NAVY\/06.jpg","\/upload\/photo\/SHAW14_15.NAVY\/07.jpg","\/upload\/photo\/SHAW14_15.NAVY\/08.jpg","\/upload\/photo\/SHAW14_15.NAVY\/09.jpg","\/upload\/photo\/SHAW14_15.NAVY\/10.jpg","\/upload\/photo\/SHAW14_15.NAVY\/11.jpg","\/upload\/photo\/SHAW14_15.NAVY\/12.jpg"];Синий;Синий;2b180d42-4d4f-11e4-a25a-2c768a5427a7
77560;82;;Nigel Cabourn Medical Royal Blue Shirt;<p>Британский дизайнер Найджел Кейборн берет за основу винтажные силуэты британских униформ и экипировок и адаптирует их в современном ключе.</p><br><br><p>Вдохновением для рубашки послужила модель, которую носили участники экспедиции на Эверест 1924 года. Выполнена из хлопка поплин. Мятая текстура, которая при желании легко разглаживается. Усиленная область плеч и локтей. Два нагрудных кармана, в одном из которых предусмотрено отделение для ручек. Made in England.</p><br>;<p>UK designer Nigel Cabourn takes vintage silhouettes of the British<br><br>military outfits and adapts them for the present. </p><br><br><p> The design of this shirt was inspired by the outfits worn by the 1924<br><br>Everest expedition participants. Made of cotton poplin, it has a<br><br>crumpled texture that can be easily flattened if needed. Enhanced<br><br>shoulder and elbow areas. Two front pockets, one has a pen holder.<br><br>Made in England.</p>;NC-S14-S-1.RBLUE;NC-S14-S-1.RBLUE;nigel_cabourn;["\/upload\/photo\/NC-S14-S-1.RBLUE\/01.jpg","\/upload\/photo\/NC-S14-S-1.RBLUE\/02.jpg","\/upload\/photo\/NC-S14-S-1.RBLUE\/03.jpg","\/upload\/photo\/NC-S14-S-1.RBLUE\/04.jpg","\/upload\/photo\/NC-S14-S-1.RBLUE\/05.jpg","\/upload\/photo\/NC-S14-S-1.RBLUE\/06.jpg","\/upload\/photo\/NC-S14-S-1.RBLUE\/07.jpg","\/upload\/photo\/NC-S14-S-1.RBLUE\/08.jpg","\/upload\/photo\/NC-S14-S-1.RBLUE\/09.jpg"];Синий;Синий;6a9e38c9-d5f3-11e3-8bc5-2c768a5427a7
123181;104;;Happy Socks Stripe Jersey Black/White ;<p>Бренд из Стокгольма, который известен яркими необычными принтами и высоким качеством. Классические боксеры из сочетания хлопка и эластана. Имеют слегка заниженную посадку. Прямой крой и эластичная резинка на поясе.</p><br>;<p>Happy Socks is a brand from Stockholm popular for its colourful prints and high<br><br>quality of the products. Classic boxers made of cotton and elastane. Lower rise. Straight<br><br>cut and elastic waistband.</p>;MUWJB-STR.909;MUWJB-STR.909;happy_socks;["\/upload\/photo\/MUWJB-STR.909\/01.jpg","\/upload\/photo\/MUWJB-STR.909\/02.jpg","\/upload\/photo\/MUWJB-STR.909\/03.jpg"];Полоска;Полоска;9fad31c2-3cb0-11e4-9e42-2c768a5427a7
124929;95;;Nike x F.C. Real Bristol PDK Team Red/White jacket;<p>Совместный проект Nike и японского дизайн-бюро Sophnet, в котором по-новому интерпретируются архивные футбольные силуэты. Спортивная куртка из практичного полиэстера. Классический трикотажный воротник, манжеты и нижняя часть. Боковые карманы застегиваются на молнию. Яркая расцветка в вертикальную полоску – отсылка к игровой форме английских футбольных клубов.</p><br>;<p>A collaboration between Nike and Japanese design bureau<br><br>Sophnet, featuring vintage football silhouettes in modern adaptation.<br><br>This athletic jacket is made of practical polyester. The collar, cuffs and<br><br>the bottom part are made of knitted fabric. Side pockets have zip<br><br>closures. The bright vertical stripes are a tribute to English football<br><br>uniforms.</p>;NIKE.684598_670;NIKE.684598_670;nike_fcrb;["\/upload\/photo\/NIKE.684598_670\/01.jpg","\/upload\/photo\/NIKE.684598_670\/02.jpg","\/upload\/photo\/NIKE.684598_670\/03.jpg","\/upload\/photo\/NIKE.684598_670\/04.jpg","\/upload\/photo\/NIKE.684598_670\/05.jpg","\/upload\/photo\/NIKE.684598_670\/06.jpg","\/upload\/photo\/NIKE.684598_670\/07.jpg","\/upload\/photo\/NIKE.684598_670\/08.jpg","\/upload\/photo\/NIKE.684598_670\/09.jpg","\/upload\/photo\/NIKE.684598_670\/10.jpg"];Полоска;Полоска;fcff4f38-4320-11e4-8b00-2c768a5427a7
131179;115;;Carhartt Marble Fan Marble Print, Black/White t-shirt;<p>В основе моделей европейской линии Carhartt лежат классические рабочие и милитари-силуэты, адаптированные для города и выполненные из современных материалов. Футболка из натурального хлопка. Уникальный мраморный принт и надпись «Carhartt 89» на груди. Прямой крой.  </p><br>;;I018131.111.90.03;I018131.111.90.03;carhartt;["\/upload\/photo\/I018131.111.90.03\/01.jpg"];Серый;Серый;aee9f46a-3270-11e4-9d58-2c768a5427a7
136609;93;;Kangol Melange 507 Black cap;<p>Британская марка Kangol с 1938 года создает узнаваемые головные уборы и аксессуары. Kangol 507 – один из бестселлеров бренда. Выполнена из натуральной овечьей шерсти с добавлением акрила. Нейтральная меланжевая расцветка. Хороший вариант для холодного времени года. </p><br>;;K1851FA.BLACK;K1851FA.BLACK;kangol;["\/upload\/photo\/K1851FA.BLACK\/01.jpg","\/upload\/photo\/K1851FA.BLACK\/02.jpg"];Черный;Черный;90ef7f6c-9a4f-11e4-819c-2c768a5427a7
54334;100;;Alden Leather Defender shoe care;<br><p>Спрей Leather Defender эффективно очищает кожу ботинок, а также защищает ее от влаги и вредного воздействия окружающей среды. Помогает сохранить цвет и внешний вид обуви. Подходит для изделий из гладкой кожи и кожи Сordovan.</p><br>;;ALDEN.SC0345;ALDEN.SC0345;alden;["\/upload\/photo\/ALDEN.SC0345\/01.jpg"];;;7d9fc328-3580-11e3-87d2-2c768a5427a7
54417;37;;Red Wing Heritage 6" Classic Moc Toe Oro Russet Portage Shoes;<p>Модернизированная версия классической модели 6" Moc Toe. Ботинки изготовлены вручную из натуральной кожи Oro Russet Portage, которая отличается износостойкостью и хорошими водоотталкивающими качествами, а ее цвет давно стал визитной карточкой Red Wing. Комфорт при ходьбе обеспечивает запатентованная конструкция ботинка Goodyear Welt. Дополнительное удобство придает мягкий задник.</p>;<p>This is a modernised version of the 6" Moc Toe model. The shoes are<br><br>handmade from natural Oro Russet Portage leather that is noted for its<br><br>durability and water resistance. Its colour has long become a trademark of<br><br>Red Wing. Additional comfort is provided by Goodyear welt construction and<br><br>soft counters.</p>;RW8804;RW8804;redwing;["\/upload\/photo\/RW8804\/1.jpg","\/upload\/photo\/RW8804\/2.jpg","\/upload\/photo\/RW8804\/3.jpg","\/upload\/photo\/RW8804\/4.jpg","\/upload\/photo\/RW8804\/5.jpg","\/upload\/photo\/RW8804\/6.jpg"];Коричневый;Коричневый;66cfc1e7-3301-11e3-8b8a-2c768a5427a7
50987;153;;RETROSUPERFUTURE® x Carhartt Hampton Camo Brown Glass;<p>Совместная работа Carhartt WIP с итальянским брендом очков Retrosuperfuture. Солнцезащитные очки, которые сочетают классический дизайн, защиту от ультрафиолета и качество ручной работы. Линзы немецкой фирмы Carl Zeiss – признанного лидера в области изготовления оптики. Одинаково хорошо подходят как мужчинам, так и девушкам.</p><br>;<p> A collaboration between Carhartt WIP’s and Italian eyewear producer<br><br>Retrosuperfuture, these sunglasses combine UV protection with classic design and<br><br>handmade quality. Lenses are made by Car Zeiss, a global leader in optics technology.<br><br>Will suit both men and women.</p>;I017170.XT.00.06;I017170.XT.00.06;retrosuperfuture;["\/upload\/photo\/I017170.XT.00.06\/01.jpg","\/upload\/photo\/I017170.XT.00.06\/02.jpg","\/upload\/photo\/I017170.XT.00.06\/03.jpg","\/upload\/photo\/I017170.XT.00.06\/04.jpg","\/upload\/photo\/I017170.XT.00.06\/05.jpg","\/upload\/photo\/I017170.XT.00.06\/06.jpg","\/upload\/photo\/I017170.XT.00.06\/07.jpg","\/upload\/photo\/I017170.XT.00.06\/08.jpg","\/upload\/photo\/I017170.XT.00.06\/09.jpg"];Камуфляж;Камуфляж;06cdc065-8e72-11e3-a4c1-2c768a5427a7
54680;37;;Red Wing Heritage 6" Iron Ranger Amber Harness boots;<p>Ботинки выполнены из водонепроницаемой и износостойкой кожи Harness. Обработанная специальным составом, сочетающим в себе воск и масло, эта натуральная тяжелая кожа делает ботинки устойчивыми к любым внешним воздействиям. Добавим, что со временем обувь из Harness приобретет неповторимый благородный внешний вид.</p><br><br><p>Надежная пробковая подошва обеспечивает комфорт при ходьбе. Конструкция ботинка – Goodyear Welt. </p>;;RW8111AMB;RW8111AMB;redwing;["\/upload\/photo\/RW8111AMB\/01.jpg","\/upload\/photo\/RW8111AMB\/02.jpg","\/upload\/photo\/RW8111AMB\/03.jpg","\/upload\/photo\/RW8111AMB\/04.jpg","\/upload\/photo\/RW8111AMB\/05.jpg","\/upload\/photo\/RW8111AMB\/06.jpg","\/upload\/photo\/RW8111AMB\/07.jpg","\/upload\/photo\/RW8111AMB\/08.jpg","\/upload\/photo\/RW8111AMB\/09.jpg"];Коричневый;Коричневый;b81f510c-8b6f-11e2-8c3a-0022b0529e45
26843;114;Увлажняющий лосьон Oil Free Moisturizer;Baxter of California Oil Free Moisturizer ;<p>Один из самых популярных продуктов бренда - увлажняющий лосьон для мужчин, не содержащий масла. Специальная формула, в состав которой входят натуральные компоненты, быстро восстанавливает естественный уровень увлажненности кожи и абсорбирует излишки кожного жира. Экстракт зеленого чая защищает от воздействия свободных радикалов, а ромашка и алоэ вера глубоко увлажняют и снимают раздражение. Для нормальной и склонной к жирности кожи.</p><br><br><p>Наносите на кожу лица и шеи утром и вечером, а также в течение дня по мере необходимости.</p><br><br> <br>;;BXTRSKNCROILFREEMOIST;BXTRSKNCROILFREEMOIST;baxter_of_california;["\/upload\/photo\/BXTRSKNCROILFREEMOIST\/01.jpg","\/upload\/photo\/BXTRSKNCROILFREEMOIST\/02.jpg"];;;9e1066b7-8b6f-11e2-8c3a-0022b0529e45
23315;100;Щётка для обуви 8" Brown;Alden 8" Brown shoe brush;<p>Щетка для чистки обуви с щетиной из натурального конского волоса. Благодаря универсальной длине и средней жесткости щетины отлично отчищает грязь и въевшиеся пятна, не повреждая кожу ботинок. Удобная слегка закругленная форма. Длина &ndash~~ 20 см.</p>;;ALDEN.SC0378;ALDEN.SC0378;alden;["\/upload\/photo\/ALDEN.SC0378\/01.jpg","\/upload\/photo\/ALDEN.SC0378\/02.jpg","\/upload\/photo\/ALDEN.SC0378\/03.jpg"];;;748b1b08-318a-11e3-ba73-2c768a5427a7
53497;141;;Maharishi Summer Snoshorts Grey Shorts;<p>Городские шорты из хлопка с добавлением полиакрила для практичности и долговечности. Хорошо садятся по фигуре: ширина пояса регулируется надежной пряжкой RiRi, которая была произведена в Швейцарии по специальному заказу Maharishi.</p><br>;<p>These city shorts are made of cotton blended with polyacryl for practicality and<br><br>durability. Exclusive riri zips produced in Switzerland make the waist fully adjustable<br><br>providing a good fit.</p>;2037.GREY;2037.GREY;maharishi;["\/upload\/photo\/2037.GREY\/01.jpg","\/upload\/photo\/2037.GREY\/02.jpg","\/upload\/photo\/2037.GREY\/03.jpg","\/upload\/photo\/2037.GREY\/04.jpg","\/upload\/photo\/2037.GREY\/05.jpg","\/upload\/photo\/2037.GREY\/06.jpg","\/upload\/photo\/2037.GREY\/07.jpg","\/upload\/photo\/2037.GREY\/08.jpg","\/upload\/photo\/2037.GREY\/09.jpg","\/upload\/photo\/2037.GREY\/10.jpg","\/upload\/photo\/2037.GREY\/11.jpg"];Серый;Серый;dc737413-ade1-11e3-9ca6-2c768a5427a7
137574;98;;ASICS Training Navy backpack;<p>Японский бренд ASICS с 1949 года создает качественные товары для спорта и активного отдыха. Рюкзак из износостойкого полиэстера. Вместительное основное  отделение на молнии. Большой внешний карман. Внутреннее отделение для телефона. Мягкие широкие лямки, длина которых регулируется, и ручка для переноски. Размеры: 42 х 33 х 17 см. Объем: 20 л.  </p><br><br>;;109773.8060;109773.8060;asics;["\/upload\/photo\/109773.8060\/01.jpg","\/upload\/photo\/109773.8060\/02.jpg","\/upload\/photo\/109773.8060\/03.jpg","\/upload\/photo\/109773.8060\/04.jpg","\/upload\/photo\/109773.8060\/05.jpg","\/upload\/photo\/109773.8060\/06.jpg","\/upload\/photo\/109773.8060\/07.jpg","\/upload\/photo\/109773.8060\/08.jpg"];Синий;Синий;374b2453-a6d6-11e4-b49e-2c768a5427a7
52324;155;;True Toniqs Trim;<br><p><a href="http://shop.fott.ru/journal/detail/53419-braintoniq/" >Trim Toniq</a> &ndash~~ натуральный напиток, способствующий похудению и естественным путем притупляющий чувство голода. В составе только растительные компоненты, главный из которых светол - эффективно сжигает жировые клетки, ускоряет обмен веществ и как результат способствует похудению и увеличению мышечной массы.</p><br> ;<p>Trim Toniq is a natural drink stimulating weight loss through reducing<br><br>appetite. It contains only natural ingredients, including svetol which<br><br>efficiently burns fat cells, boosts metabolism and as a result helps to<br><br>lose weight and gain muscles.</p>;TRUETONIQTRIM;TRUETONIQTRIM;true_toniq;["\/upload\/photo\/TRUETONIQTRIM\/01.jpg","\/upload\/photo\/TRUETONIQTRIM\/02.jpg","\/upload\/photo\/TRUETONIQTRIM\/03.jpg"];;;aa814c4b-9f92-11e3-9ca6-2c768a5427a7
134755;90;;Howlin' by Morrison Stewart Silver sweater;<p>Howlin’ by Morrison – семейная бельгийская марка, специализирующаяся на изготовлении теплых вещей из натуральной шотландской шерсти. Дизайнеры бренда органично совмещают современный подход к созданию одежды с использованием традиционных способов производства. Свитер из натуральной шерсти. Круглая горловина и текстурная вязка с узором «коса». Прямой крой.</p><br>;;HOWLIN.STEWART.SILVER;HOWLIN.STEWART.SILVER;howlin;["\/upload\/photo\/HOWLIN.STEWART.SILVER\/01.jpg","\/upload\/photo\/HOWLIN.STEWART.SILVER\/02.jpg","\/upload\/photo\/HOWLIN.STEWART.SILVER\/03.jpg","\/upload\/photo\/HOWLIN.STEWART.SILVER\/04.jpg","\/upload\/photo\/HOWLIN.STEWART.SILVER\/05.jpg","\/upload\/photo\/HOWLIN.STEWART.SILVER\/06.jpg","\/upload\/photo\/HOWLIN.STEWART.SILVER\/07.jpg"];Серый;Серый;cf0b465a-6fe1-11e4-835f-2c768a5427a7
133417;82;;Norse Projects Anton Oxford  White shirt;<p>Norse Projects – молодая датская марка, создающая практичную и функциональную мужскую одежду в сдержанном скандинавском стиле. Рубашка Anton – одна из самых популярных моделей бренда, которая выпускается в каждой коллекции. Выполнена из хлопка оксфорд, произведенного в Португалии. Прямой силуэт. Классический воротник button-down и нагрудный карман с застежкой на пуговицу.</p><br>;;N40-0202.0001;N40-0202.0001;norse;["\/upload\/photo\/N40-0202.0001\/01.jpg","\/upload\/photo\/N40-0202.0001\/02.jpg","\/upload\/photo\/N40-0202.0001\/03.jpg","\/upload\/photo\/N40-0202.0001\/04.jpg"];Белый;Белый;b09413aa-6a61-11e4-835f-2c768a5427a7
129883;88;;Canada Goose Merino Wool Watch Navy hat;<p>Canada Goose с 1957 года занимается созданием высокотехнологичной верхней одежды и аксессуаров, рассчитанных на самые суровые холода. Шапка из мягкой мериносовой шерсти. Милитари-силуэт watch cap, эластичная резинка и логотип бренда.</p><br>;;5219M.NAVY;5219M.NAVY;canada_goose;["\/upload\/photo\/5219M.NAVY\/01.jpg","\/upload\/photo\/5219M.NAVY\/02.jpg"];Синий;Синий;9b9ab291-5ea5-11e4-b8ab-2c768a5427a7
129641;95;;adidas Consortium x Club 75 Varsity Black jacket;<p>Французский творческий союз Club 75 и adidas объединяются уже во второй раз. Для нынешней коллаборации в рамках программы Consortium они вместе переосмыслили классический спортивный силуэт университетской куртки, добавив графический принт. Куртка выполнена из натуральной кожи и шерсти высшего качества. Удобные внешние и внутренние карманы. Логотип Club 75 на груди и спине. Limited Edition.</p><br>;<p>This is the second time adidas has paired up with Parisian brand Club 75. This time as part of Consortium project, they have used the classic varsity jacket silhouette and added a graphic print to it. The jacket is made of natural leather and top-quality wool. Convenient pockets inside and outside. Club 75 logos on chest and on the back. Limited Edition.</p>;M63771;M63771;adidas;["\/upload\/photo\/M63771\/01.jpg","\/upload\/photo\/M63771\/02.jpg","\/upload\/photo\/M63771\/03.jpg","\/upload\/photo\/M63771\/04.jpg","\/upload\/photo\/M63771\/05.jpg","\/upload\/photo\/M63771\/06.jpg","\/upload\/photo\/M63771\/07.jpg","\/upload\/photo\/M63771\/08.jpg","\/upload\/photo\/M63771\/09.jpg","\/upload\/photo\/M63771\/10.jpg","\/upload\/photo\/M63771\/11.jpg"];Черный;Черный;ed832fd8-5b5f-11e4-b8ab-2c768a5427a7
135349;146;;Fjallraven Foldsack No.2 Green bag;<p>В рамках премиальной линии Numbers бренд Fjallraven воссоздает традицию нумерации моделей. Сумка из фирменного вощеного материала G-1000 Heavy Duty, отличающегося высокой прочностью, износостойкостью и водоотталкивающими свойствами. Вместительное отделение и внутренний карман для ноутбука размером до 15”. Удобный внешний карман. Два боковых кармана для мелочей. Мягкий плечевой ремень регулируемой длины и ручка для переноски. Удобные лямки для фиксации сумки на спине во время поездок на велосипеде. Размеры: 30 x 40 x 11 см. Объем 16 л. </p><br>;;24211.620;24211.620;Fjallraven;["\/upload\/photo\/24211.620\/01.jpg","\/upload\/photo\/24211.620\/02.jpg","\/upload\/photo\/24211.620\/03.jpg","\/upload\/photo\/24211.620\/04.jpg","\/upload\/photo\/24211.620\/05.jpg","\/upload\/photo\/24211.620\/06.jpg","\/upload\/photo\/24211.620\/07.jpg","\/upload\/photo\/24211.620\/08.jpg"];Оливковый;Оливковый;711edcd4-7bcb-11e4-8346-2c768a5427a7
126734;123;;Aspesi Perfetto Reversible 01098 coat;<p>Повседневная мужская одежда – одно из самых сильных направлений итальянской компании Aspesi. Ее сдержанная элегантность сочетается с технологичностью и удобством. Городское пальто на основе классического силуэта car coat. Выполнено из натуральной шерсти. Полиуретановое покрытие обеспечивает хорошие водоотталкивающие и ветрозащитные характеристики. Отстегивающаяся подкладка с легким синтетическим наполнителем, сберегающим тепло. </p><br>;<p>Casual menswear is the strongest point of Italians Aspesi whose products combine smart elegance with comfort and high-tech. This car coat is made of natural wool and is coated with polyurethane for protection from water and wind. Detachable liner with lightweight synthetic insulating filling.</p>;CI27_E574.01098;CI27_E574.01098;aspesi;["\/upload\/photo\/CI27_E574.01098\/01.jpg","\/upload\/photo\/CI27_E574.01098\/02.jpg","\/upload\/photo\/CI27_E574.01098\/03.jpg","\/upload\/photo\/CI27_E574.01098\/04.jpg","\/upload\/photo\/CI27_E574.01098\/05.jpg","\/upload\/photo\/CI27_E574.01098\/06.jpg","\/upload\/photo\/CI27_E574.01098\/07.jpg","\/upload\/photo\/CI27_E574.01098\/08.jpg","\/upload\/photo\/CI27_E574.01098\/09.jpg","\/upload\/photo\/CI27_E574.01098\/10.jpg","\/upload\/photo\/CI27_E574.01098\/11.jpg","\/upload\/photo\/CI27_E574.01098\/12.jpg","\/upload\/photo\/CI27_E574.01098\/13.jpg","\/upload\/photo\/CI27_E574.01098\/14.jpg","\/upload\/photo\/CI27_E574.01098\/15.jpg"];Синий;Синий;d1537e61-44a9-11e4-8b00-2c768a5427a7
50982;153;;RETROSUPERFUTURE® x Carhartt Brightmoor Black Glass;<p>Совместная работа Carhartt WIP с итальянским брендом очков Retrosuperfuture. Солнцезащитные очки, которые сочетают классический дизайн, защиту от ультрафиолета и качество ручной работы. Линзы немецкой фирмы Carl Zeiss – признанного лидера в области изготовления оптики. Одинаково хорошо подходят как мужчинам, так и девушкам.</p><br>;<p> A collaboration between Carhartt WIP’s and Italian eyewear producer<br><br>Retrosuperfuture, these sunglasses combine UV protection with classic design and<br><br>handmade quality. Lenses are made by Car Zeiss, a global leader in optics technology.<br><br>Will suit both men and women.</p>;I017169.89.00.06;I017169.89.00.06;retrosuperfuture;["\/upload\/photo\/I017169.89.00.06\/01.jpg","\/upload\/photo\/I017169.89.00.06\/02.jpg","\/upload\/photo\/I017169.89.00.06\/03.jpg","\/upload\/photo\/I017169.89.00.06\/04.jpg","\/upload\/photo\/I017169.89.00.06\/05.jpg","\/upload\/photo\/I017169.89.00.06\/06.jpg","\/upload\/photo\/I017169.89.00.06\/07.jpg","\/upload\/photo\/I017169.89.00.06\/08.jpg","\/upload\/photo\/I017169.89.00.06\/09.jpg"];Черный;Черный;06cdc060-8e72-11e3-a4c1-2c768a5427a7
71926;99;;Carhartt Pritter Shirt White/Flora Print Navy;<p>Европейское направление американского бренда Carhartt создает комфортные, качественные и долговечные вещи. Рубашка с нагрудным карманом контрастного цвета. Дизайн кармана используется только один сезон и потом никогда не повторяется. Выполнена из хлопкового оксфорда.</p>;<p>Carhartt’s European branch is aiming for comfort, quality and durability. This shirt has a chest pocket of a contrasting colour. The design of the pocket is changed every season. Made of cotton oxford.</p><br>;I016213.02.01.03;I016213.02.01.03;carhartt;["\/upload\/photo\/I016213.02.01.03\/01.jpg","\/upload\/photo\/I016213.02.01.03\/02.jpg","\/upload\/photo\/I016213.02.01.03\/03.jpg","\/upload\/photo\/I016213.02.01.03\/04.jpg","\/upload\/photo\/I016213.02.01.03\/05.jpg","\/upload\/photo\/I016213.02.01.03\/06.jpg","\/upload\/photo\/I016213.02.01.03\/07.jpg","\/upload\/photo\/I016213.02.01.03\/08.jpg"];Белый;Белый;4a22c918-8e71-11e3-a4c1-2c768a5427a7
133336;84;;Norse Projects David Mercerized Sweat  Navy sweatshirt;<p>Norse Projects – молодая датская марка, создающая практичную и функциональную мужскую одежду в сдержанном скандинавском стиле. Свитшот из натурального хлопка, прошедшего специальную обработку – мерсеризацию. Благодаря ей ткань сохраняет свой первоначальный цвет, устойчива к истиранию, а также приобретает характерную шелковистую текстуру. Эластичные манжеты обеспечивают комфортную посадку.</p>;;N20-0080.7000;N20-0080.7000;norse;["\/upload\/photo\/N20-0080.7000\/01.jpg","\/upload\/photo\/N20-0080.7000\/02.jpg","\/upload\/photo\/N20-0080.7000\/03.jpg"];Синий;Синий;aa9d0ace-6a61-11e4-835f-2c768a5427a7
135100;82;;Engineered Garments Workaday 19 Century BD Shirt Blue shirt;<p>Нью-йоркский бренд Engineered Garments интерпретирует силуэты рабочей и военной одежды, пристальное внимание уделяя деталям и использованию инновационных материалов. Рубашка из натурального хлопка. Нагрудный карман, прямой крой и аккуратный воротник button-down. Благодаря закругленному подолу будет одинаково удачно смотреться как заправленной, так и навыпуск. Made in New York.</p>;;WORKS1402;WORKS1402;engineered-garments;["\/upload\/photo\/WORKS1402\/01.jpg","\/upload\/photo\/WORKS1402\/02.jpg","\/upload\/photo\/WORKS1402\/03.jpg","\/upload\/photo\/WORKS1402\/04.jpg","\/upload\/photo\/WORKS1402\/05.jpg","\/upload\/photo\/WORKS1402\/06.jpg","\/upload\/photo\/WORKS1402\/07.jpg","\/upload\/photo\/WORKS1402\/08.jpg","\/upload\/photo\/WORKS1402\/09.jpg"];Голубой;Голубой;b2c5bd3e-7550-11e4-835f-2c768a5427a7
